dataset,classic_misc_rate_test_mean_median,init_easy_misc_rate_test_mean_median,init_hard_misc_rate_test_mean_median,classic_misc_rate_test_mean_std,init_easy_misc_rate_test_mean_std,init_hard_misc_rate_test_mean_std,classic_misc_rate_test_mean_total_mean,init_easy_misc_rate_test_mean_total_mean,init_hard_misc_rate_test_mean_total_mean
WineQualityRed_5vs6,0.288144806847097,0.291909553550775,0.289659958362248,0.0103996040059864,0.00898586031254647,0.0110200368711633,0.291634879327627,0.2950998534968,0.291379520394788
Yeast_CYTvsNUC,0.341947565543071,0.340848938826467,0.332896379525593,0.00568075117565281,0.00480269942264999,0.00644466596389082,0.343420391177695,0.341827382438618,0.33402101539742
arrhythmia_cfs,0.167874396135266,0.198937198067633,0.1856038647343,0.0262034921776098,0.0329932404620698,0.0363867312604111,0.175926247987117,0.209376972624799,0.198220611916264
bands,0.312162162162162,0.298723723723724,0.320570570570571,0.0187202336268836,0.026092670996546,0.0183246155527212,0.310372622622623,0.304033533533533,0.32307957957958
banknote_authentication,0.0014545646884586,0.0043742727176557,0.0021844916957579,0.0169294675960157,0.0220577402086936,0.0173877110764034,0.00651796607778829,0.0106953524454317,0.00568993970168193
bodyfat,0.004,0.004,0.004,0,0,0,0.004,0.004,0.004
breast-w,0.0414699792960662,0.0414906832298136,0.0357349896480331,0.00494687157153609,0.00694397382891684,0.00553532693130536,0.0425209109730848,0.0429584541062801,0.0373142857142857
breastcancer,0,0,0,0,0,0,0,0,0
bupa,0.266764705882353,0.263991596638655,0.275126050420168,0.0198828082980955,0.021501145032213,0.0226619639941783,0.271157142857143,0.269146218487395,0.280636134453781
chatfield_4,0.127717391304348,0.132065217391304,0.136231884057971,0.00686394135996304,0.00532032309344402,0.00767773052606167,0.12623731884058,0.131958333333333,0.134397946859903
contraceptive_LS,0.358991596638655,0.350742296918767,0.376736694677871,0.00551939444879742,0.00437440437649995,0.00510344803235852,0.359478711484594,0.351384827264239,0.374961577964519
contraceptive_NL,0.262006013745704,0.264057130584192,0.264078608247423,0.00583181794656667,0.00525314017963113,0.0170728175334745,0.261640141752577,0.262911333046964,0.267991659507446
contraceptive_NS,0.316666666666667,0.313157894736842,0.333333333333333,0.0160433956069377,0.0115450395115229,0.0259904872887562,0.321,0.31440350877193,0.339640350877193
credit-g,0.246,0.24,0.261,0.0108091433899718,0.00917147436506177,0.0135792528974562,0.247876666666667,0.241133333333333,0.266043333333333
diabetes,0.240909090909091,0.235731373889269,0.239593301435407,0.00712229834703216,0.00578017447111463,0.00643099119155101,0.242108965595808,0.236138357256778,0.240515948963317
diabetic_retinopathy,0.326731634182909,0.317593703148426,0.362312593703148,0.0168976198614242,0.0137879189099235,0.0170516039762515,0.330662018990505,0.323648325837081,0.365576886556722
fri_c0_250_50,0.228,0.224,0.22,0.0169447919867375,0.0169706205571828,0.0128891267164977,0.225733333333333,0.225106666666667,0.221413333333333
glass0,0.167748917748918,0.172510822510823,0.177489177489177,0.0206479828572626,0.0181037680348695,0.0247026140460962,0.171763347763348,0.176661616161616,0.183643578643579
glass1,0.201082251082251,0.214935064935065,0.192207792207792,0.0168570679887266,0.0122036806093431,0.0272379733168763,0.204671717171717,0.214995670995671,0.199842712842713
hill_valley_without_noise_traintest,0.473641782956239,0.473621460506706,0.492609402519984,0.00838188547325509,0.0060046419305331,0.00419770728941448,0.47503129657228,0.472949826130154,0.494231992051664
ilpd,0.304053236539625,0.316122202056866,0.288475499092559,0.00839351480008668,0.0068362884034626,0.00606569295141197,0.304087820125025,0.315490925589837,0.288609094575519
ionosphere,0.0741269841269841,0.0826190476190476,0.0798412698412698,0.012935815764891,0.0189695218669002,0.0125822034655661,0.0754510582010581,0.0878436507936507,0.0816714285714285
liver-disorders,0.28047619047619,0.287142857142857,0.322857142857143,0.0105775273943628,0.019376077610844,0.0208571348577289,0.279169841269841,0.290273015873016,0.315409523809524
mammographic,0.163855421686747,0.169879518072289,0.16144578313253,0.00238016385164672,0.00191102959013987,0.00422731203633507,0.163927710843373,0.171024096385542,0.162670682730924
musk1,0.119835992907801,0.147163120567376,0.13656914893617,0.0466359050796984,0.04212525732512,0.0641674134209644,0.138929225768321,0.154843085106383,0.159042848699764
parkinsons,0.106578947368421,0.101578947368421,0.0968421052631578,0.0122695545841224,0.016695239746126,0.0120310546368231,0.108598245614035,0.105529824561403,0.100007894736842
phoneme,0.196062675429588,0.194858971725885,0.190787293763264,0.00985030223664138,0.00938949772336452,0.00985392694557385,0.197754781953858,0.197531583030967,0.193418029027179
pima,0.236380724538619,0.239593301435407,0.243455228981545,0.00830800443420891,0.0048597586916969,0.00694150782921061,0.239314023695603,0.239737354750513,0.245241740715425
profb,0.325965759438104,0.331957857769974,0.351207199297629,0.00635908992150413,0.0053407787634309,0.0104787201595571,0.325860111208663,0.331655984781972,0.347912350014633
ring,0.0518918918918918,0.0905405405405405,0.0668243243243243,0.0546702788222542,0.0737202494331589,0.118234958452545,0.0714914414414414,0.117636036036036,0.11077027027027
saheart,0.302913968547641,0.30522664199815,0.316003700277521,0.0099268524120693,0.00873084035218178,0.00809842108013818,0.301336262719704,0.30554486586494,0.315737742830712
sonar,0.148809523809524,0.163809523809524,0.134761904761905,0.0246585545369821,0.0217143198832003,0.0345547208455221,0.151715079365079,0.167477777777778,0.144025396825397
spambase,0.0624386662877711,0.0611314767452874,0.0635237283319124,0.0167018449979136,0.0160325036144011,0.0159694110272619,0.0677714044393925,0.0654833649079599,0.0673362176754759
spectfheart,0.205413105413105,0.209116809116809,0.209401709401709,0.00766867809051302,0.00899086399032719,0.00901741974177931,0.205720322886989,0.208424501424501,0.209050332383666
steel-plates-fault,0,0.0005154639175257,0,0.0584189255814286,0.0584093912173826,0.0610101045926534,0.0174982994096396,0.0242914177460569,0.016989461626575
sylvine,0.0798215155945419,0.0794310809576023,0.0827458729288499,0.00265989801315623,0.00355016738903093,0.00151469503658756,0.0807822310043047,0.0808238202566601,0.0829705292600714
teaching_assistant_LH,0.376363636363636,0.386363636363636,0.377272727272727,0.0255739462776572,0.0180431011160918,0.0351934932542888,0.383936363636364,0.386545454545455,0.389627272727273
teaching_assistant_LM,0.365555555555555,0.365555555555556,0.425555555555556,0.0283111327737141,0.0189547075011684,0.0125853902428952,0.370414814814815,0.369055555555556,0.425566666666667
teaching_assistant_MH,0.33,0.360909090909091,0.33,0.055355346431098,0.0359606811252062,0.0604507006643671,0.338309090909091,0.357915151515152,0.351281818181818
titanic,0.216200822078685,0.209324721080446,0.223094539048737,0.00254799818393381,0.00332537053198127,0.00352534585985782,0.21645834801331,0.210142023879428,0.223061518888236
vehicle2,0.0248389355742296,0.0260434173669467,0.0260224089635854,0.0231598440498272,0.0273494904086679,0.0267201014005246,0.0287048085901027,0.0323935107376283,0.0355966386554621
vertebral_column,0.164516129032258,0.167741935483871,0.164516129032258,0.0139531944733749,0.0112914476266984,0.0149647146068659,0.166290322580645,0.167032258064516,0.166408602150538
wdbc,0.0351817042606516,0.031641604010025,0.031657268170426,0.00795407932360198,0.00966443681346098,0.00820364377151073,0.0373484753550543,0.0355583751044277,0.0350195279866332
yeast1,0.23716669689824,0.227720841647016,0.228416923635044,0.00678403346621227,0.00676651898921166,0.0111805314443649,0.237341934216095,0.229476812382853,0.2324633442167
